src,back-translation,index
"public
class
GenerateBNo 
{ 



static
void
generatePrintBinary(
int
n) 

{ 



Queue<String> q = 
new
LinkedList<String>(); 




q.add(
""1""
); 






while
(n-- > 
0
) 

{ 



String s1 = q.peek(); 

q.remove(); 

System.out.println(s1); 




String s2 = s1; 




q.add(s1 + 
""0""
); 






q.add(s2 + 
""1""
); 

} 

} 




public
static
void
main(String[] args) 

{ 

int
n=
10
; 

generatePrintBinary(n); 

} 
}","public class GenerateBNo {

    static void generatePrintBinary(int n) {

        Queue<String> q = new LinkedList<String>();

        q.add(""1"");

        while (n-- > 0) {

            String s1 = q.peek();
            q.remove();
            System.out.println(s1);

            String s2 = s1;

            q.add(s1 + ""0"");
            q.add(s2 + ""1"");
        }
    }

    public static void main(String[] args) {

        int n = 10;
        generatePrintBinary(n);
    }
}",561
"class
LIS { 





static
int
CeilIndex(
int
A[], 
int
l, 
int
r, 
int
key) 

{ 

while
(r - l > 
1
) { 

int
m = l + (r - l) / 
2
; 

if
(A[m] >= key) 

r = m; 

else

l = m; 

} 


return
r; 

} 


static
int
LongestIncreasingSubsequenceLength(
int
A[], 
int
size) 

{ 




int
[] tailTable = 
new
int
[size]; 

int
len; 



tailTable[
0
] = A[
0
]; 

len = 
1
; 

for
(
int
i = 
1
; i < size; i++) { 

if
(A[i] < tailTable[
0
]) 



tailTable[
0
] = A[i]; 


else
if
(A[i] > tailTable[len - 
1
]) 



tailTable[len++] = A[i]; 


else





tailTable[CeilIndex(tailTable, -
1
, len - 
1
, A[i])] = A[i]; 

} 


return
len; 

} 




public
static
void
main(String[] args) 

{ 

int
A[] = { 
2
, 
5
, 
3
, 
7
, 
11
, 
8
, 
10
, 
13
, 
6
}; 

int
n = A.length; 

System.out.println(
""Length of Longest Increasing Subsequence is ""
+ LongestIncreasingSubsequenceLength(A, n)); 

} 
}","class LIS {

    static int CeilIndex(int A[], int l, int r, int key) {
        while (r - l > 1) {
            int m = l + (r - l) / 2;
            if (A[m] >= key)
                r = m;
            else
                l = m;
        }
        return r;
    }

    static int LongestIncreasingSubsequenceLength(int A[], int size) {
        int[] tailTable = new int[size];
        int len;
        tailTable[0] = A[0];
        len = 1;
        for (int i = 1; i < size; i++) {
            if (A[i] < tailTable[0])
                tailTable[0] = A[i];
            else if (A[i] > tailTable[len - 1])
                tailTable[len++] = A[i];
            else
                tailTable[CeilIndex(tailTable, -1, len - 1, A[i])] = A[i];
        }
        return len;
    }

    public static void main(String[] args) {
        int A[] = {2, 5, 3, 7, 11, 8, 10, 13, 6};
        int n = A.length;
        System.out.println(""Length of Longest Increasing Subsequence is "" + LongestIncreasingSubsequenceLength(A, n));
    }
}",562
"class
GFG { 






static
int
maxSumPairWithDifferenceLessThanK(
int
arr[], 

int
N, 
int
K) 

{ 




Arrays.sort(arr); 






int
dp[] = 
new
int
[N]; 




dp[
0
] = 
0
; 


for
(
int
i = 
1
; i < N; i++) 

{ 





dp[i] = dp[i-
1
]; 




if
(arr[i] - arr[i-
1
] < K) 

{ 






if
(i >= 
2
) 

dp[i] = Math.max(dp[i], dp[i-
2
] + arr[i] + 

arr[i-
1
]); 

else

dp[i] = Math.max(dp[i], arr[i] + arr[i-
1
]); 

} 

} 




return
dp[N - 
1
]; 

} 




public
static
void
main (String[] args) { 


int
arr[] = {
3
, 
5
, 
10
, 
15
, 
17
, 
12
, 
9
}; 

int
N = arr.length; 

int
K = 
4
; 


System.out.println ( maxSumPairWithDifferenceLessThanK( 

arr, N, K)); 


} 
}","class GFG { static int maxSumPairWithDifferenceLessThanK(int arr[], int N, int K) { Arrays.sort(arr); int dp[] = new int[N]; dp[0] = 0; for (int i = 1; < N; i++) { dp[i] = dp[i-1]; if (arr[i] - arr[i-1] < K) { if (i >= 2) dp[i] = Math.max(dp[i], dp[i-2] + arr[i] + arr[i-1]); else dp[i] = Math.max(dp[i], arr[i] + arr[i-1]); } } return dp[N - 1]; } public static void main(String[] args) { int arr[] = { 3, 5, 10, 15, 17, 12, 9 }; int N = arr.length; int K = 4; System.out.println(maxSumPairWithDifferenceLessThanK(arr, N, K)); } }",563
"class
GFG { 






static
int
maxSumPairWithDifferenceLessThanK(
int
arr[], 

int
N, 
int
k) 

{ 

int
maxSum = 
0
; 






Arrays.sort(arr); 








for
(
int
i = N-
1
; i > 
0
; --i) 

{ 













if
(arr[i] - arr[i-
1
] < k) 

{ 



maxSum += arr[i]; 

maxSum += arr[i-
1
]; 




--i; 

} 

} 


return
maxSum; 

} 




public
static
void
main (String[] args) { 


int
arr[] = {
3
, 
5
, 
10
, 
15
, 
17
, 
12
, 
9
}; 

int
N = arr.length; 

int
K = 
4
; 


System.out.println ( maxSumPairWithDifferenceLessThanK( 

arr, N, K)); 

} 
}","class GFG { static int maxSumPairWithDifferenceLessThanK(int arr[], int N, int k) { int maxSum = 0; Arrays.sort(arr); for(int i = N-1; i > 0; --i) { if(arr[i] - arr[i-1] < k) { maxSum += arr[i]; maxSum += arr[i-1]; --i; } } return maxSum; } public static void main(String[] args) { int arr[] = {3, 5, 10, 15, 17, 12, 9}; int N = arr.length; int K = 4; System.out.println(maxSumPairWithDifferenceLessThanK(arr, N, K)); } }",564
"class
GFG 
{ 





public
static
int
kthSmallest(Integer [] arr, 

int
k) 

{ 



Arrays.sort(arr); 






return
arr[k-
1
]; 

} 




public
static
void
main(String[] args) 

{ 

Integer arr[] = 
new
Integer[]{
12
, 
3
, 
5
, 
7
, 
19
}; 

int
k = 
2
; 

System.out.print( 
""K'th smallest element is ""
+ 

kthSmallest(arr, k) ); 

} 
}","public class GFG {
    public static int kthSmallest(Integer[] arr, int k) {
        Arrays.sort(arr);
        return arr[k - 1];
    }

    public static void main(String[] args) {
        Integer arr[] = new Integer[]{12, 3, 5, 7, 19};
        int k = 2;
        System.out.print(""K'th smallest element is "" + kthSmallest(arr, k));
    }
}",565
"class
GFG { 


static
void
find_max(
int
[] A, 
int
N, 
int
K) 

{ 





HashMap<Integer, Integer> Count = 
new
HashMap<>(); 

for
(
int
i = 
0
; i < K - 
1
; i++) 

if
(Count.containsKey(A[i])) 

Count.put(A[i], 
1
+ Count.get(A[i])); 

else

Count.put(A[i], 
1
); 


TreeSet<Integer> Myset = 
new
TreeSet<Integer>(); 

for
(Map.Entry x : Count.entrySet()) { 

if
(Integer.parseInt(String.valueOf(x.getValue())) == 
1
) 

Myset.add(Integer.parseInt(String.valueOf(x.getKey()))); 

} 








for
(
int
i = K - 
1
; i < N; i++) { 




if
(Count.containsKey(A[i])) 

Count.put(A[i], 
1
+ Count.get(A[i])); 

else

Count.put(A[i], 
1
); 


if
(Integer.parseInt(String.valueOf(Count.get(A[i]))) == 
1
) 

Myset.add(A[i]); 

else

Myset.remove(A[i]); 






if
(Myset.size() == 
0
) 

System.out.println(
""Nothing""
); 






else

System.out.println(Myset.last()); 






int
x = A[i - K + 
1
]; 

Count.put(x, Count.get(x) - 
1
); 


if
(Integer.parseInt(String.valueOf(Count.get(x))) == 
1
) 

Myset.add(x); 

if
(Integer.parseInt(String.valueOf(Count.get(x))) == 
0
) 

Myset.remove(x); 

} 

} 




public
static
void
main(String args[]) 

{ 

int
[] a = { 
1
, 
2
, 
2
, 
3
, 
3
}; 

int
n = a.length; 

int
k = 
3
; 

find_max(a, n, k); 

} 
}","class GFG {

static void find_max(int [] A, int N, int K) {

HashMap<Integer, Integer> Count = new HashMap<>();

for (int i = 0; i < K - 1; i++)
if (Count.containsKey(A[i]))
Count.put(A[i], 1 + Count.get(A[i]));
else
Count.put(A[i], 1);

TreeSet<Integer> Myset = new TreeSet<Integer>();

for (Map.Entry x : Count.entrySet()) {
if (Integer.parseInt(String.valueOf(x.getValue())) == 1)
Myset.add(Integer.parseInt(String.valueOf(x.getKey()));
}

for (int i = K - 1; i < N; i++) {
if (Count.containsKey(A[i]))
Count.put(A[i], 1 + Count.get(A[i]));
else
Count.put(A[i], 1);

if (Integer.parseInt(String.valueOf(Count.get(A[i]))) == 1)
Myset.add(A[i]);
else
Myset.remove(A[i]);

if (Myset.size() == 0)
System.out.println(""Nothing"");
else
System.out.println(Myset.last());

int x = A[i - K + 1];
Count.put(x, Count.get(x) - 1);

if (Integer.parseInt(String.valueOf(Count.get(x))) == 1)
Myset.add(x);
if (Integer.parseInt(String.valueOf(Count.get(x))) == 0)
Myset.remove(x);
}
}

public static void main(String args[]) {

int [] a = {1, 2, 2, 3, 3};
int n = a.length;
int k = 3;
find_max(a, n, k);
}
}",566
"class
GFG { 




static
void
pairs(
int
arr[], 
int
n, 
int
k) 

{ 



int
smallest = Integer.MAX_VALUE; 

int
count=
0
; 




for
(
int
i=
0
; i<n; i++) 

for
(
int
j=i+
1
; j<n; j++) 

{ 







if
( Math.abs(arr[i] + arr[j] - k) < 

smallest ) 

{ 

smallest = Math.abs(arr[i] + arr[j] 

- k); 

count = 
1
; 

} 






else
if
(Math.abs(arr[i] + arr[j] - k) 

== smallest) 

count++; 

} 




System.out.println(
""Minimal Value = ""
+ 

smallest); 

System.out.println(
""Total Pairs = ""
+ 

count); 

} 




public
static
void
main(String[] args) 

{ 

int
arr[] = {
3
, 
5
, 
7
, 
5
, 
1
, 
9
, 
9
}; 

int
k = 
12
; 

int
n = arr.length; 

pairs(arr, n, k); 

} 
}","class GFG {

    static void pairs(int[] arr, int n, int k) {
        int smallest = Integer.MAX_VALUE;
        int count = 0;

        for (int i = 0; i < n; i++)
            for (int j = i + 1; j < n; j++) {
                if (Math.abs(arr[i] + arr[j] - k) < smallest) {
                    smallest = Math.abs(arr[i] + arr[j] - k);
                    count = 1;
                } else if (Math.abs(arr[i] + arr[j] - k) == smallest)
                    count++;
            }

        System.out.println(""Minimal Value = "" + smallest);
        System.out.println(""Total Pairs = "" + count);
    }

    public static void main(String[] args) {
        int arr[] = { 3, 5, 7, 5, 1, 9, 9 };
        int k = 12;
        int n = arr.length;
        pairs(arr, n, k);
    }
}",567
"class
ActivitySelection 
{ 











public
static
void
printMaxActivities(
int
s[], 
int
f[], 
int
n) 

{ 

int
i, j; 


System.out.print(
""Following activities are selected : n""
); 




i = 
0
; 

System.out.print(i+
"" ""
); 




for
(j = 
1
; j < n; j++) 

{ 







if
(s[j] >= f[i]) 

{ 

System.out.print(j+
"" ""
); 

i = j; 

} 

} 

} 




public
static
void
main(String[] args) 

{ 

int
s[] = {
1
, 
3
, 
0
, 
5
, 
8
, 
5
}; 

int
f[] = {
2
, 
4
, 
6
, 
7
, 
9
, 
9
}; 

int
n = s.length; 


printMaxActivities(s, f, n); 

} 

}","class ActivitySelection { public static void printMaxActivities(int s[], int f[], int n) { int i, j; System.out.print(""Following activities are selected : ""); i = 0; System.out.print(i + "" ""); for (j = 1; j < n; j++) { if (s[j] >= f[i]) { System.out.print(j + "" ""); i = j; } } } public static void main(String[] args) { int s[] = {1, 3, 0, 5, 8, 5}; int f[] = {2, 4, 6, 7, 9, 9}; int n = s.length; printMaxActivities(s, f, n); } }",568
"class
DisjointSet 
{ 

int
parent[]; 




DisjointSet(
int
n) 

{ 

parent = 
new
int
[n + 
1
]; 




for
(
int
i = 
0
; i <= n; i++) 

parent[i] = i; 

} 




int
find(
int
s) 

{ 



if
(s == parent[s]) 

return
s; 

return
parent[s] = find(parent[s]); 

} 




void
merge(
int
u, 
int
v) 

{ 





parent[v] = u; 

} 
} 

class
Job 
implements
Comparator<Job> 
{ 



char
id; 

int
deadline, profit; 




public
Job() { } 

public
Job(
char
id,
int
deadline,
int
profit) 

{ 

this
.id = id; 

this
.deadline = deadline; 

this
.profit = profit; 

} 




public
static
int
findMaxDeadline(ArrayList<Job> arr) 

{ 

int
ans = Integer.MIN_VALUE; 

for
(Job temp : arr) 

ans = Math.max(temp.deadline, ans); 

return
ans; 

} 




public
static
void
printJobScheduling(ArrayList<Job> arr) 

{ 





Collections.sort(arr, 
new
Job()); 








int
maxDeadline = findMaxDeadline(arr); 

DisjointSet dsu = 
new
DisjointSet(maxDeadline); 




for
(Job temp : arr) 

{ 





int
availableSlot = dsu.find(temp.deadline); 







if
(availableSlot > 
0
) 

{ 















dsu.merge(dsu.find(availableSlot - 
1
), 

availableSlot); 

System.out.print(temp.id + 
"" ""
); 

} 

} 

System.out.println(); 

} 






public
int
compare(Job j1, Job j2) 

{ 

return
j1.profit > j2.profit? -
1
: 
1
; 

} 
} 


class
Main 
{ 

public
static
void
main(String args[]) 

{ 

ArrayList<Job> arr=
new
ArrayList<Job>(); 

arr.add(
new
Job(
'a'
,
2
,
100
)); 

arr.add(
new
Job(
'b'
,
1
,
19
)); 

arr.add(
new
Job(
'c'
,
2
,
27
)); 

arr.add(
new
Job(
'd'
,
1
,
25
)); 

arr.add(
new
Job(
'e'
,
3
,
15
)); 

System.out.println(
""Following jobs need to be ""
+ 

""executed for maximum profit""
); 

Job.printJobScheduling(arr); 

} 
}","class DisjointSet {

    int parent[];

    DisjointSet(int n) {
        parent = new int[n + 1];
        for (int i = 0; i <= n; i++)
            parent[i] = i;
    }

    int find(int s) {
        if (s == parent[s])
            return s;
        return parent[s] = find(parent[s]);
    }

    void merge(int u, int v) {
        parent[v] = u;
    }
}

class Job implements Comparator<Job> {

    char id;
    int deadline, profit;

    public Job() { }

    public Job(char id, int deadline, int profit) {
        this.id = id;
        this.deadline = deadline;
        this.profit = profit;
    }

    public static int findMaxDeadline(ArrayList<Job> arr) {
        int ans = Integer.MIN_VALUE;
        for (Job temp : arr)
            ans = Math.max(temp.deadline, ans);
        return ans;
    }

    public static void printJobScheduling(ArrayList<Job> arr) {

        Collections.sort(arr, new Job());

        int maxDeadline = findMaxDeadline(arr);
        DisjointSet dsu = new DisjointSet(maxDeadline);

        for (Job temp : arr) {
            int availableSlot = dsu.find(temp.deadline);

            if (availableSlot > 0) {
                dsu.merge(dsu.find(availableSlot - 1), availableSlot);
                System.out.print(temp.id + "" "");
            }
        }

        System.out.println();
    }

    public int compare(Job j1, Job j2) {
        return j1.profit > j2.profit ? -1 : 1;
    }
}

class Main {

    public static void main(String args[]) {

        ArrayList<Job> arr = new ArrayList<Job>();
        arr.add(new Job('a', 2, 100));
        arr.add(new Job('b', 1, 19));
        arr.add(new Job('c', 2, 27));
        arr.add(new Job('d', 1, 25));
        arr.add(new Job('e', 3, 15));

        System.out.println(""Following jobs need to be "" + ""executed for maximum profit"");
        Job.printJobScheduling(arr);
    }
}",569
"class
GFG { 

void
find3largest(
int
[] arr) 

{ 

Arrays.sort(arr); 




int
n = arr.length; 

int
check = 
0
, count = 
1
; 


for
(
int
i = 
1
; i <= n; i++){ 


if
(count<
4
){ 

if
(check!=arr[n-i]) 

{ 



System.out.print(arr[n-i]+
"" ""
); 

check = arr[n-i]; 

count++; 

} 

} 

else

break
; 

} 


} 




public
static
void
main(String[] args) 

{ 

GFG obj = 
new
GFG(); 

int
[] arr={
12
,
45
,
1
,-
1
,
45
,
54
,
23
,
5
,
0
,-
10
}; 

obj.find3largest(arr); 

} 

}","class GFG { void find3largest(int[] arr) { Arrays.sort(arr); int n = arr.length; int check = 0, count = 1; for (int i = 1; i <= n; i++) { if (count < 4) { if (check != arr[n - i]) { System.out.print(arr[n - i] + "" ""); check = arr[n - i]; count++; } } else break; } } public static void main(String[] args) { GFG obj = new GFG(); int[] arr = {12, 45, 1, -1, 45, 54, 23, 5, 0, -10}; obj.find3largest(arr); } }",570
"class
HuffmanNode { 


int
data; 

char
c; 


HuffmanNode left; 

HuffmanNode right; 
} 





class
MyComparator 
implements
Comparator<HuffmanNode> { 

public
int
compare(HuffmanNode x, HuffmanNode y) 

{ 


return
x.data - y.data; 

} 
} 

public
class
Huffman { 








public
static
void
printCode(HuffmanNode root, String s) 

{ 








if
(root.left 

== 
null

&& root.right 

== 
null

&& Character.isLetter(root.c)) { 




System.out.println(root.c + 
"":""
+ s); 


return
; 

} 











printCode(root.left, s + 
""0""
); 

printCode(root.right, s + 
""1""
); 

} 




public
static
void
main(String[] args) 

{ 


Scanner s = 
new
Scanner(System.in); 




int
n = 
6
; 

char
[] charArray = { 
'a'
, 
'b'
, 
'c'
, 
'd'
, 
'e'
, 
'f'
}; 

int
[] charfreq = { 
5
, 
9
, 
12
, 
13
, 
16
, 
45
}; 






PriorityQueue<HuffmanNode> q 

= 
new
PriorityQueue<HuffmanNode>(n, 
new
MyComparator()); 


for
(
int
i = 
0
; i < n; i++) { 






HuffmanNode hn = 
new
HuffmanNode(); 


hn.c = charArray[i]; 

hn.data = charfreq[i]; 


hn.left = 
null
; 

hn.right = 
null
; 






q.add(hn); 

} 




HuffmanNode root = 
null
; 










while
(q.size() > 
1
) { 




HuffmanNode x = q.peek(); 

q.poll(); 




HuffmanNode y = q.peek(); 

q.poll(); 




HuffmanNode f = 
new
HuffmanNode(); 






f.data = x.data + y.data; 

f.c = 
'-'
; 




f.left = x; 




f.right = y; 




root = f; 




q.add(f); 

} 




printCode(root, 
""""
); 

} 
}","class HuffmanNode { int data; char c; HuffmanNode left; HuffmanNode right; } class MyComparator implements Comparator<HuffmanNode> { public int compare(HuffmanNode x, HuffmanNode y) { return x.data - y.data; } } public class Huffman { public static void printCode(HuffmanNode root, String s) { if (root.left == null && root.right == null && Character.isLetter(root.c)) { System.out.println(root.c + "":"" + s); return; } printCode(root.left, s + ""0""); printCode(root.right, s + ""1""); } public static void main(String[] args) { Scanner s = new Scanner(System.in); int n = 6; char[] charArray = { 'a', 'b', 'c', 'd', 'e', 'f'}; int[] charfreq = { 5, 9, 12, 13, 16, 45}; PriorityQueue<HuffmanNode> q = new PriorityQueue<HuffmanNode>(n, new MyComparator()); for (int i = 0; i < n; i++) { HuffmanNode hn = new HuffmanNode(); hn.c = charArray[i]; hn.data = charfreq[i]; hn.left = null; hn.right = null; q.add(hn); } HuffmanNode root = null; while (q.size() > 1) { HuffmanNode x = q.peek(); q.poll(); HuffmanNode y = q.peek(); q.poll(); HuffmanNode f = new HuffmanNode(); f.data = x.data + y.data; f.c = '-'; f.left = x; f.right = y; root = f; q.add(f); } printCode(root, """"); } }",571
